Product name,Unit Cost,SubCategory ID,Brand,Product ID
Mentos Sugarfree Freshmint Chewing Gum54.6 g,69,Subcat26,Mentos,OFF-AR-10001714
Orbit Sugarfree Tube Sweetmint Chewing Gum22 g,39,Subcat26,Orbit,TEC-CO-10004027
Orbit Sugarfree Home Pack Spearmint Chewing Gum59.4 g,79,Subcat26,Orbit,OFF-AP-10002709
Mentos Pure Fresh Sugarfree Spearmint Chewing Gum54.6 g,81,Subcat26,Mentos,TEC-PH-10004618
Mentos Sugarfree Spearmint Chewing Gum54.6 g,80,Subcat26,Mentos,OFF-ROG-10002132
Orbit Sugarfree Home Pack Mixed Fruit Chewing Gum59.4 g,75,Subcat26,Orbit,TEC-KON-10001388
Center Fruit Soft Chews Candy Assorted Chewing Gum33 g,44,Subcat26,Center,OFF-PA-10004613
Orbit Mango Chewing Gum22 g,43,Subcat26,Orbit,OFF-BI-10000813
Orbit Sugarfree Pot Spearmint Chewing Gum22 g,39,Subcat26,Orbit,OFF-SU-10004663
Orbit Sugarfree Tube Mixed Fruit Chewing Gum22 g,39,Subcat26,Orbit,OFF-ST-10004293
Orbit Sugarfree Pot Sweetmint Chewing Gum22 g,42,Subcat26,Orbit,OFF-SU-10004177
Mentos Pure Breath Fresh Mint Chewing Gum54.6 g,81,Subcat26,Mentos,FUR-FU-10001475
Wrigley Orbit 22g Mixed Fruit Chewing Gum22 g,47,Subcat26,Wrigley,OFF-ROG-10004949
Happydent Xylitol Sugarfree Spearmint Chewing Gum24.2 g,41,Subcat26,Happydent,TEC-MEM-10000919
Orbit Spearmint Chewing Gum8 x 22 g,344,Subcat26,Orbit,OFF-FA-10004813
Orbit Mixed Fruit Chewing Gum8 x 22 g,344,Subcat26,Orbit,OFF-BIN-10003327
Orbit Sweetmint Chewing Gum8 x 22 g,344,Subcat26,Orbit,OFF-ST-10004496
Wrigleys Hubba Bubba Mega Long Triple Mix 56g Triple mi...56 g,340,Subcat26,Wrigleys,OFF-ACM-10000476
Wrigleys Hubba Bubba Mega Long (IMPORTED) Snappy Strawb...56 g,297,Subcat26,Wrigleys,OFF-AP-10001138
batook Banana Banana Chewing Gum10 x 25 g,440,Subcat26,batook,OFF-SU-10004872
Wrigleys Hubba Bubba Chunky and Bubbly Bubble Gum Origi...700 g,1349,Subcat26,Wrigleys,OFF-HON-10000966
batook Specialmint Specialmint Chewing Gum10 x 1.25 g,429,Subcat26,batook,OFF-XER-10003901
batook ORANGE 5 STICK IMPORTED CHEWING GUM ( 5 STICK X ...250 g,380,Subcat26,batook,FUR-RUB-10002021
marukawa Fusen bubble gum Strawberry Chewing Gum249 g,439,Subcat26,marukawa,TEC-AC-10003105
Wrigleys Hubba Bubba Fancy Fruit Pack Of 2 (56g) Fancy ...2 x 56 g,399,Subcat26,Wrigleys,OFF-AVE-10004827
"Wrigleys Spearmint Rain 40.5g (pack of 2), 81g Spearmin...2 x 40.5 g",470,Subcat26,Wrigleys,OFF-AR-10003680
Mondelez International Trident Sugar Free Cinnamon Chew...12 x 26.58 g,1399,Subcat26,Mondelez,OFF-BI-10003903
batook SPECIALMINT 5 STICK IMPORTED CHEWING GUM BOX ( 5...250 g,395,Subcat26,batook,OFF-EN-10004459
Mondelez International Trident Tropical Twist Sugar Fre...12 x 23.75 g,1100,Subcat26,Mondelez,OFF-BIN-10004512
Wrigleys Hubba Bubba Bubble Gum Chunky and Bubbly Serio...3 x 35 g,249,Subcat26,Wrigleys,OFF-FA-10002491
"SurpriseForU TRIDENT Sugar Free Chewing Gum Spearmint, ...26 g",139,Subcat26,SurpriseForU,OFF-TEN-10000360
"Wrigleys Hubba Bubba Fancy Fruit Mega Long , 56g Fancy ...56 g",239,Subcat26,Wrigleys,OFF-LA-10000784
batook Sticks Special Mint Gum special mint Chewing Gum20 x 1 g,449,Subcat26,batook,OFF-STA-10000155
"Tosca Jawbreaker Strawberry, Green Apple & Cola Flavour...3 x 126.67 g",314,Subcat26,Tosca,TEC-PH-10000720
